"Sample Count","Linear Search Min","Linear Search Max","Linear Search Avg","Linear Search Single","Line Fit Min","Line Fit Max","Line Fit Avg","Line Fit Single","Line Fit Blind Min","Line Fit Blind Max","Line Fit Blind Avg","Line Fit Blind Single","Binary Search Min","Binary Search Max","Binary Search Avg","Binary Search Single","Hybrid Min","Hybrid Max","Hybrid Avg","Hybrid Single","Sequence",
"209","1","209","100.309990","45","0","7","3.580000","3","2","9","5.700002","7","5","8","7.720000","5","0","11","4.880000","5","416",
"210","1","208","105.709999","143","1","7","3.360000","3","2","9","5.580002","7","2","8","7.609999","8","0","12","5.530001","5","418",
"211","2","211","105.180023","21","0","7","3.680001","2","2","10","5.530002","6","5","8","7.789999","8","0","9","5.020000","3","418",
"212","5","212","103.130035","93","0","8","3.400000","3","2","10","5.470002","6","6","8","7.770001","8","0","9","5.019999","5","419",
"213","1","213","125.829987","198","2","6","3.500000","2","3","8","5.410001","4","6","8","7.710001","8","2","11","5.210003","5","424",
"214","5","208","106.969994","85","0","8","3.430000","3","3","9","5.670001","5","6","8","7.699999","8","3","11","5.360001","7","428",
"215","3","215","112.389999","3","1","9","3.730000","5","2","9","5.479998","4","6","8","7.730001","8","1","9","5.129999","5","438",
"216","1","215","116.230034","138","0","7","3.480000","3","2","9","5.520000","4","5","8","7.700000","8","3","11","5.470001","5","439",
"217","1","217","101.889984","77","1","7","3.370000","4","3","8","5.360001","6","3","8","7.670001","7","0","11","5.309999","7","440",
"218","4","218","105.060028","137","2","7","3.480000","4","2","12","5.530001","4","6","8","7.800002","8","1","11","5.310001","9","444",
"219","4","219","122.030037","72","2","8","3.640001","2","3","9","5.400002","6","2","8","7.640001","8","0","9","5.090000","6","446",
"220","1","220","108.289993","108","0","6","3.470000","4","2","11","5.720002","6","4","8","7.750000","8","1","9","5.039999","4","447",
"221","1","221","113.400024","138","2","6","3.470000","3","2","9","5.600000","6","4","8","7.719999","8","1","11","5.540000","5","450",
"222","1","218","106.340019","100","0","7","3.670001","4","4","9","5.620001","6","5","8","7.730000","7","1","9","5.190000","7","450",
"223","1","223","119.839996","126","0","8","3.570000","4","2","9","5.540002","6","5","8","7.820002","8","0","12","5.640001","6","451",
"224","1","220","111.340012","130","0","6","3.460001","2","3","11","5.530001","3","4","8","7.739999","8","0","11","5.310000","5","452",
"225","2","225","114.050018","113","0","7","3.500000","4","2","9","5.350001","5","7","8","7.850000","8","1","11","5.240000","7","454",
"226","1","226","97.049980","192","1","5","3.429999","3","2","8","5.389999","6","4","8","7.740000","8","1","11","5.170000","4","454",
"227","3","227","109.710014","181","0","7","3.480000","4","3","8","5.500001","7","2","8","7.710001","8","0","11","5.530001","3","456",
"228","1","223","109.880013","196","0","7","3.519999","3","3","11","5.519999","5","3","8","7.690001","7","0","10","5.410000","5","457",
"229","2","228","135.240005","10","0","7","3.510000","4","3","10","5.550001","10","6","8","7.880001","8","0","11","5.020001","5","461",
"230","6","230","114.130043","18","0","6","3.500000","4","2","9","5.320000","5","6","8","7.840000","7","0","9","5.510000","7","462",
"231","2","230","122.069992","6","2","6","3.580000","4","2","8","5.480001","5","4","8","7.770000","8","0","9","5.600001","5","463",
"232","1","232","119.239990","17","0","6","3.439999","2","2","9","5.660002","5","4","8","7.840000","7","1","9","5.409999","5","468",
"233","8","225","120.560005","210","0","7","3.640000","4","2","8","5.580000","7","5","8","7.910001","8","0","10","5.219999","5","468",
"234","3","226","108.610008","141","0","7","3.369999","0","2","12","5.510000","5","1","8","7.759999","8","2","10","5.040000","4","474",
"235","1","235","111.820007","108","0","7","3.550000","3","2","11","5.739999","6","7","8","7.900001","8","0","9","5.390003","0","474",
"236","1","234","120.940010","158","1","7","3.520000","3","2","8","5.409998","5","5","8","7.829999","7","1","9","5.370003","9","475",
"237","2","233","113.099998","57","1","8","3.480000","4","2","8","5.680001","6","5","8","7.829999","8","1","12","5.550001","5","485",
"238","1","238","109.700027","70","0","7","3.660000","5","2","9","5.540000","8","4","8","7.789999","8","0","11","5.450000","6","486",
"239","2","234","114.909973","109","2","7","3.550000","5","2","8","5.390000","6","4","8","7.760000","8","0","12","5.530001","6","486",
"240","1","238","118.289963","200","0","6","3.480000","4","4","9","5.620001","4","3","8","7.690000","3","0","11","5.639999","10","487",
"241","2","237","114.299995","208","1","7","3.580000","2","2","10","5.460000","7","5","8","7.779999","8","3","9","5.370001","7","488",
"242","1","242","125.250000","200","0","6","3.500000","3","2","9","5.460001","4","5","8","7.850001","6","0","11","5.280001","5","489",
"243","1","243","130.279999","197","1","6","3.450000","6","2","8","5.590001","8","3","8","7.820000","8","1","13","5.380000","7","490",
"244","1","244","109.829994","94","0","8","3.620000","2","2","9","5.520000","6","3","8","7.760001","8","0","11","5.240000","6","494",
"245","2","245","112.559990","201","0","6","3.640000","3","2","9","5.519999","6","4","8","7.810000","8","1","12","5.440001","7","499",
"246","5","245","116.609985","238","0","7","3.560000","4","3","9","5.480000","4","6","8","7.930001","8","1","10","5.310002","3","501",
"247","4","247","133.590057","47","0","7","3.610000","4","2","9","5.750001","6","7","8","7.920000","8","0","11","5.019999","3","504",
"248","3","245","139.910019","242","0","7","3.620000","4","2","10","5.670003","5","5","8","7.829999","8","0","12","5.590000","5","504",
"249","3","246","128.759979","50","1","7","3.640000","7","2","10","5.560002","6","4","8","7.930000","8","0","10","5.260000","9","505",
"250","11","250","134.939972","220","0","6","3.330000","1","4","8","5.530003","5","5","8","7.890000","8","0","13","5.609998","7","505",
"251","1","250","122.560005","142","0","6","3.389999","4","3","9","5.730000","7","4","8","7.950001","8","1","12","5.380001","5","506",
"252","1","252","125.389984","127","2","7","3.720000","4","2","8","5.329999","7","3","8","7.820000","8","0","11","4.970000","6","509",
"253","3","234","120.800018","148","1","7","3.490000","4","4","8","5.440001","5","6","8","7.950000","8","0","11","5.379999","9","511",
"254","2","254","137.059952","228","1","6","3.509999","5","2","10","5.580002","8","4","8","7.870001","8","1","11","5.520000","9","511",
"255","3","254","124.729980","163","2","6","3.520000","4","2","9","5.570001","6","7","8","7.980000","8","0","13","5.270000","7","512",
"256","1","256","120.140007","239","1","8","3.500001","3","2","9","5.470003","5","4","9","7.690001","8","1","11","5.719999","3","513",
"257","1","256","122.769966","57","2","8","3.670001","3","2","7","5.550001","6","2","9","7.810000","8","1","12","5.120000","12","513",
"258","1","254","121.719994","72","0","9","3.520000","3","2","9","5.500000","5","6","9","7.880001","8","0","13","5.360001","5","513",
"259","7","259","135.289963","36","0","8","3.530000","5","3","9","5.649999","6","4","9","7.920001","8","0","11","5.230001","9","514",
"260","2","259","129.800003","185","1","8","3.489999","3","2","8","5.620001","5","6","9","7.920002","9","3","11","5.470000","3","515",
"261","2","260","142.170044","118","0","7","3.410001","3","3","8","5.660000","6","1","9","7.849999","8","3","11","5.590000","4","517",
"262","8","257","133.689957","55","0","6","3.590000","5","2","9","5.500002","5","2","9","7.880000","8","0","13","5.400002","3","518",
"263","3","261","129.610016","30","1","8","3.779999","3","3","9","5.670000","7","4","9","7.960000","8","1","11","5.820000","5","519",
"264","1","264","128.709930","108","1","7","3.580000","2","3","8","5.570001","5","2","9","7.910000","8","1","11","5.460001","5","521",
"265","1","265","139.410004","176","0","6","3.640000","5","2","9","5.659999","5","5","9","7.890001","8","0","11","5.140001","5","523",
"266","13","266","141.089966","81","0","6","3.430000","3","4","8","5.690001","5","5","9","7.960001","5","1","11","5.500001","5","524",
"267","1","267","136.440002","28","0","7","3.490001","5","3","8","5.550001","6","3","9","8.019999","8","1","11","5.390003","7","529",
"268","3","268","131.000015","52","0","8","3.640001","4","3","9","5.480000","5","2","9","7.869999","8","0","11","5.500001","7","533",
"269","6","268","144.230011","175","2","7","3.520000","3","2","9","5.279999","7","3","9","7.980001","8","0","14","5.260000","11","535",
"270","5","263","130.400055","37","2","7","3.750000","3","2","9","5.550001","9","4","9","7.900001","8","1","11","5.360000","5","537",
"271","2","270","130.720032","251","1","7","3.530000","6","2","8","5.500002","6","6","9","8.050003","7","1","11","5.419999","7","537",
"272","4","272","129.240005","12","1","8","3.530000","2","3","9","5.480001","5","2","9","7.940000","8","0","13","5.580001","8","540",
"273","5","270","129.229996","165","0","8","3.610000","4","2","8","5.330000","5","2","9","7.920001","8","1","11","5.520000","9","544",
"274","9","274","146.170044","160","1","7","3.710000","4","2","11","5.759999","6","6","9","8.110003","8","1","11","5.309999","3","545",
"275","6","274","131.850006","109","1","7","3.539999","3","3","8","5.510002","4","5","9","8.100001","8","0","11","5.550000","5","546",
"276","2","274","125.169998","114","0","7","3.510000","4","4","9","5.659999","5","3","9","7.970000","9","1","12","5.899997","7","548",
"277","2","275","132.919998","74","0","8","3.560000","6","4","8","5.680001","7","6","9","8.050002","8","0","13","5.350001","3","552",
"278","4","277","138.659958","116","0","6","3.490000","5","2","8","5.489999","5","5","9","8.010002","8","0","9","5.360001","5","553",
"279","6","278","135.629974","90","1","6","3.550000","3","2","11","5.430000","6","5","9","8.030001","8","0","14","5.499998","4","553",
"280","1","280","144.210007","85","1","7","3.630000","2","2","10","5.460000","3","5","9","8.169998","8","1","13","5.599998","1","555",
"281","1","281","149.060043","211","1","7","3.460001","6","4","11","5.740000","6","5","9","8.010001","8","1","11","5.669999","7","556",
"282","4","281","156.029938","163","0","6","3.550000","2","3","9","5.460003","5","4","9","7.990000","8","0","9","5.350001","5","556",
"283","3","276","140.309967","97","2","8","3.450000","3","3","9","5.790000","4","6","9","8.120001","8","0","11","5.390002","6","556",
"284","12","284","151.799988","202","0","7","3.580000","4","3","8","5.390001","5","3","9","7.920001","8","0","11","5.740000","7","567",
"285","2","285","135.510010","78","0","6","3.440000","4","3","9","5.680001","6","5","9","8.000000","8","1","11","5.350001","7","577",
"286","4","279","140.020081","108","0","10","3.590000","3","2","9","5.430000","7","4","9","8.079999","4","3","11","5.720000","5","577",
"287","1","281","148.109940","187","1","7","3.480000","4","2","7","5.399999","5","6","9","8.160002","8","1","11","5.380001","5","580",
"288","5","288","147.180008","215","0","7","3.399999","5","2","9","5.550001","6","5","9","8.159999","9","1","12","5.740000","8","581",
"289","7","284","133.560089","85","0","6","3.550000","3","3","7","5.379999","4","6","9","8.170000","8","2","11","5.510001","6","582",
"290","1","288","154.209961","140","1","7","3.490000","3","3","9","5.659999","5","1","9","8.030005","8","1","11","5.560001","5","584",
"291","1","280","137.889999","104","1","6","3.670000","5","2","9","5.350000","5","5","9","8.150002","8","1","11","5.600000","5","586",
"292","1","291","145.929962","245","0","7","3.660000","5","2","9","5.680000","6","5","9","8.050001","8","3","12","5.700001","7","586",
"293","2","292","144.160004","146","1","6","3.500000","5","3","9","5.630002","5","5","9","8.120004","8","0","12","5.320000","1","592",
"294","1","294","153.990005","171","0","8","3.450000","3","4","9","5.630001","9","5","9","8.070002","8","0","13","5.710001","6","592",
"295","1","295","145.539993","22","0","6","3.690001","5","2","9","5.570000","6","5","9","8.150002","8","1","14","5.440003","5","593",
"296","2","293","156.839996","187","2","7","3.520000","5","2","10","5.610001","8","4","9","8.200003","8","1","11","5.350002","7","594",
"297","1","294","158.479996","272","0","7","3.610000","3","4","8","5.780000","8","2","9","8.210002","8","0","11","5.710000","5","597",
"298","1","297","155.389954","257","2","7","3.550000","2","2","9","5.790001","6","4","9","8.000000","7","0","12","5.290001","12","598",
"299","11","290","159.210037","244","0","8","3.580000","3","2","10","5.560002","4","5","9","8.180003","6","0","11","5.380000","7","599",
"300","3","300","139.020081","234","0","8","3.890000","4","3","9","5.660000","5","2","9","8.169998","8","0","11","5.540000","3","603",
"301","8","300","147.580002","203","0","7","3.680001","3","2","12","5.719999","6","5","9","8.159998","8","0","13","5.360000","3","603",
"302","1","295","146.690002","40","1","8","3.700000","4","2","8","5.320001","3","5","9","8.180001","8","0","11","5.480000","7","606",
"303","3","301","145.899994","73","0","7","3.670000","4","2","10","5.359999","6","5","9","8.320002","8","0","13","5.650001","5","610",
"304","16","301","159.670013","48","2","7","3.840001","4","2","9","5.540000","6","3","9","8.040000","8","1","11","5.590001","5","610",
"305","1","302","156.800049","187","1","6","3.580001","3","2","9","5.520001","4","6","9","8.250000","9","1","11","5.510001","8","612",
"306","7","306","153.929947","199","0","6","3.440001","2","2","9","5.720001","6","4","9","8.289999","8","3","11","5.670002","5","613",
"307","1","307","157.470001","136","0","8","3.570000","4","3","8","5.699999","5","4","9","8.190004","8","1","13","5.789999","4","613",
"308","2","308","153.269974","47","1","8","3.670000","3","2","9","5.440001","5","5","9","8.219999","8","1","11","5.300000","5","615",
"309","3","309","151.120071","168","0","6","3.630000","2","2","8","5.670002","5","5","9","8.270000","8","3","13","5.550002","5","619",
"310","1","308","163.919952","88","0","6","3.520000","3","2","8","5.320001","5","3","9","8.280005","9","1","14","5.590002","1","620",
"311","3","309","132.429993","149","2","6","3.660000","3","3","9","5.570000","8","5","9","8.250000","9","1","11","5.680000","3","623",
"312","4","312","166.490005","66","1","8","3.539999","3","2","9","5.620000","6","5","9","8.240002","9","0","13","5.370002","9","624",
"313","6","310","165.899979","239","0","6","3.300000","4","3","8","5.620001","5","5","9","8.280004","8","1","11","5.439998","3","625",
"314","3","308","159.919968","184","0","7","3.600000","5","2","9","5.470001","6","5","9","8.260005","9","1","13","5.770000","7","627",
"315","2","312","156.470016","247","1","7","3.710000","3","2","9","5.589998","5","6","9","8.320000","8","0","11","5.490001","5","627",
"316","2","308","165.119995","42","2","6","3.669999","3","4","8","5.550003","4","3","9","8.180000","9","3","13","5.900003","7","630",
"317","7","317","154.770020","247","0","6","3.410000","4","3","10","5.670001","5","5","9","8.160000","8","0","11","5.400001","5","631",
"318","3","318","163.070023","245","1","8","3.610000","2","3","7","5.430002","4","4","9","8.130002","8","0","13","5.220000","5","633",
"319","2","319","152.439957","229","0","7","3.600000","5","2","9","5.480000","6","4","9","8.310001","8","0","11","5.480000","3","633",
"320","2","320","167.640060","192","1","6","3.570000","3","2","9","5.639998","8","4","9","8.310004","8","1","13","6.009998","8","634",
"321","1","321","158.680008","301","0","6","3.390000","4","3","8","5.570000","6","4","9","8.190001","8","0","13","5.550003","7","635",
"322","1","322","168.760010","260","0","7","3.560001","4","4","9","5.639998","6","4","9","8.289999","8","0","14","5.280000","4","635",
"323","5","322","162.860046","249","0","7","3.740000","4","2","10","5.620000","4","4","9","8.200001","9","1","11","5.669999","11","637",
"324","1","320","170.399994","255","0","7","3.540000","0","3","8","5.620001","8","3","9","8.160003","8","3","11","5.610001","5","640",
"325","3","319","156.879959","224","1","6","3.630000","4","2","10","5.300001","4","5","9","8.179998","9","0","11","5.540000","4","642",
"326","6","326","158.670013","184","1","8","3.630001","3","3","9","5.490000","7","5","9","8.400000","9","0","13","5.440000","3","645",
"327","1","319","148.600021","208","1","7","3.540000","4","3","9","5.630002","6","2","9","8.250001","8","2","11","5.409997","11","647",
"328","2","318","176.559982","139","1","7","3.710001","4","3","11","5.700000","4","3","9","8.110002","8","3","11","5.190002","9","648",
"329","1","313","158.839981","143","0","7","3.530000","2","3","9","5.630003","6","5","9","8.360003","8","2","11","5.800002","6","649",
"330","1","313","157.469955","266","1","7","3.510000","3","4","9","5.620002","5","5","9","8.370001","8","1","13","5.720001","9","649",
"331","1","328","150.050034","251","1","7","3.690000","3","2","10","5.730000","5","5","9","8.349998","9","1","11","5.529999","3","650",
"332","4","332","165.059998","133","1","7","3.700000","5","2","9","5.470000","5","5","9","8.230000","9","1","13","5.719999","7","650",
"333","2","329","165.950027","215","0","8","3.579999","4","2","8","5.590001","7","4","9","8.219999","8","1","13","5.670001","6","652",
"334","2","334","175.650024","114","1","6","3.470000","3","3","9","5.550000","6","4","9","8.309999","8","3","11","5.810001","5","652",
"335","1","335","168.109985","11","1","7","3.539999","3","3","9","5.580001","4","3","9","8.270001","9","1","11","5.310001","7","654",
"336","5","336","173.920090","238","1","7","3.549999","4","3","10","5.900000","4","5","9","8.370001","9","1","9","5.620001","5","654",
"337","6","332","158.290009","195","0","7","3.630000","4","3","8","5.560000","7","5","9","8.220002","8","0","11","5.500000","4","658",
"338","2","338","165.910004","188","0","6","3.340000","4","3","9","5.620000","5","5","9","8.350003","8","1","11","5.630000","6","658",
"339","8","334","167.650009","14","2","6","3.530000","5","3","8","5.670001","7","3","9","8.399999","9","1","11","5.400001","4","661",
"340","1","336","174.209976","52","0","7","3.570000","4","3","9","5.710000","5","5","9","8.400000","8","0","9","5.359999","7","664",
"341","1","341","159.350006","49","0","6","3.490000","5","4","9","5.519999","6","3","9","8.289997","8","1","12","5.350002","7","664",
"342","2","340","170.119919","104","1","8","3.580000","4","3","9","5.530000","5","3","9","8.220001","8","3","11","5.690002","9","666",
"343","2","343","185.229980","332","0","7","3.529999","4","2","8","5.700000","6","5","9","8.240005","9","1","11","5.920002","6","668",
"344","1","344","175.190018","111","0","6","3.630000","3","3","9","5.530001","5","4","9","8.409999","7","3","9","5.650001","9","674",
"345","5","345","178.170013","279","0","7","3.390000","3","2","9","5.550002","5","5","9","8.399998","9","1","13","5.930000","8","675",
"346","1","346","172.259995","10","0","8","3.650001","3","2","8","5.490001","7","6","9","8.390001","8","1","9","5.249999","7","679",
"347","3","344","188.120102","23","0","8","3.659999","6","2","8","5.559998","6","2","9","8.110003","9","0","11","5.620001","3","687",
"348","1","342","184.290009","87","0","7","3.630000","4","3","8","5.530001","3","2","9","8.360001","2","1","11","5.700000","4","695",
"349","13","344","178.920013","213","1","6","3.499999","3","3","10","5.800002","7","2","9","8.350002","9","0","11","5.590000","5","698",
"350","4","340","167.339996","340","0","8","3.670000","5","3","10","5.520000","4","3","9","8.180001","8","1","13","5.650001","8","699",
"351","5","336","158.300049","32","1","7","3.760000","4","3","10","5.719999","6","3","9","8.210004","9","0","11","5.470000","5","700",
"352","1","352","168.359955","136","1","8","3.530000","4","3","8","5.710000","6","4","9","8.330003","8","1","11","5.660003","3","702",
"353","4","350","179.789963","98","0","6","3.489999","4","3","10","5.780001","4","3","9","8.260001","3","0","11","5.470001","5","702",
"354","2","351","192.480026","227","2","8","3.560000","2","3","9","5.760001","6","3","9","8.389997","8","1","11","5.740000","7","703",
"355","2","346","167.460007","137","0","7","3.630000","6","3","9","5.730003","7","3","9","8.350001","8","3","11","5.570002","7","706",
"356","1","354","178.420059","228","1","6","3.520000","3","2","9","5.630000","5","4","9","8.259999","9","3","11","5.669998","3","707",
"357","3","357","166.390015","102","1","8","3.610000","3","3","9","5.470001","4","2","9","8.340001","8","1","11","5.730000","7","709",
"358","2","351","183.470078","330","1","8","3.680000","4","3","11","5.480000","5","2","9","8.310005","8","0","11","5.289999","4","710",
"359","1","359","186.319992","274","0","6","3.539999","5","2","8","5.739999","7","5","9","8.529998","8","1","11","5.610001","8","712",
"360","9","360","178.799942","290","0","9","3.650000","5","3","9","5.410001","6","4","9","8.330000","8","0","13","5.500001","6","715",
"361","3","358","192.169983","285","1","6","3.680000","2","4","9","5.780001","6","6","9","8.409997","8","1","9","5.510003","7","715",
"362","5","358","177.700027","330","1","6","3.570000","5","4","9","5.699999","6","3","9","8.430000","9","0","11","5.590002","5","719",
"363","4","361","163.179993","195","0","6","3.389999","3","3","9","5.619998","6","5","9","8.409999","8","0","11","5.560000","7","721",
"364","2","364","170.050049","323","0","6","3.390001","5","3","9","5.680002","6","6","9","8.369996","9","3","11","5.470000","7","723",
"365","3","363","180.710007","303","0","7","3.610001","5","3","9","5.560000","5","4","9","8.310000","9","1","9","5.619999","5","728",
"366","4","365","197.050003","110","0","7","3.660000","4","2","9","5.610002","5","2","9","8.299999","9","1","9","5.170000","5","730",
"367","2","366","198.919952","183","1","6","3.390000","1","3","9","5.670002","5","4","9","8.409998","9","1","15","5.680001","7","732",
"368","1","367","185.450012","292","1","7","3.630000","5","3","8","5.609998","5","5","9","8.490005","9","1","13","5.530001","7","733",
"369","1","365","191.539993","297","1","6","3.570000","3","2","8","5.740001","6","4","9","8.450003","8","1","11","5.580002","9","734",
"370","1","370","164.740051","297","0","7","3.710000","3","3","9","5.600002","6","5","9","8.550000","9","1","12","5.450000","7","735",
"371","1","369","193.699982","107","2","7","3.649999","4","3","8","5.590001","6","3","9","8.440001","9","1","11","5.460002","3","736",
"372","3","372","191.049988","8","1","8","3.780001","4","2","9","5.560002","4","4","9","8.420001","9","1","11","5.730001","5","737",
"373","2","354","188.710007","295","2","9","3.570000","2","2","8","5.470000","8","5","9","8.500002","9","2","13","5.750000","3","740",
"374","1","374","189.490036","196","0","7","3.630000","4","2","10","5.500000","6","3","9","8.480002","9","0","13","5.580000","6","746",
"375","4","375","199.240021","214","0","7","3.430000","4","2","8","5.630002","5","5","9","8.419998","9","0","13","5.380000","5","746",
"376","10","376","188.619934","59","1","6","3.519999","3","3","9","5.670001","6","1","9","8.379998","8","3","15","6.030002","5","746",
"377","1","377","216.590057","277","0","7","3.329999","3","4","9","5.430002","5","2","9","8.470006","9","0","11","5.680000","7","751",
"378","3","364","183.599930","151","0","6","3.450000","3","2","8","5.659999","6","2","9","8.419997","8","0","11","5.630001","11","759",
"379","4","372","194.720001","292","0","7","3.549999","3","2","10","5.590001","4","2","9","8.510000","8","0","13","5.390000","13","763",
"380","4","378","211.559982","198","1","6","3.740000","3","3","8","5.440000","4","6","9","8.580001","9","2","13","5.680001","7","767",
"381","4","381","184.969971","380","1","8","3.620000","2","3","11","5.560002","9","4","9","8.460004","9","1","11","5.550002","7","770",
"382","1","376","205.079941","214","1","6","3.539999","3","4","9","5.520000","9","5","9","8.450002","9","0","11","5.759998","7","771",
"383","3","383","216.789978","3","1","6","3.570000","4","3","10","5.430001","4","7","9","8.580001","9","0","13","5.200001","5","771",
"384","1","384","195.129990","195","1","6","3.720000","4","3","10","5.699998","5","5","9","8.559999","9","3","11","5.510000","7","772",
"385","4","380","187.990097","255","0","7","3.590000","4","3","9","5.730000","6","4","9","8.369998","8","1","9","5.099999","5","773",
"386","5","385","196.490051","12","0","7","3.539999","3","2","9","5.690001","5","1","9","8.400001","9","1","13","5.679999","5","776",
"387","2","387","215.470047","75","0","7","3.480001","2","3","10","5.629999","6","5","9","8.559998","8","0","11","5.659999","3","779",
"388","2","388","191.659958","321","0","6","3.560000","5","2","8","5.560002","5","7","9","8.600002","9","0","13","5.810001","7","781",
"389","3","388","179.850052","171","0","7","3.660000","4","4","8","5.650002","6","2","9","8.490003","9","0","13","5.850001","5","784",
"390","2","388","175.600037","337","0","8","3.520000","4","3","9","5.510002","6","5","9","8.589998","8","3","13","5.829999","7","789",
"391","2","386","183.109970","337","1","8","3.609999","3","3","8","5.570000","6","1","9","8.570002","9","1","13","5.520000","9","790",
"392","3","392","204.180023","87","0","7","3.519999","3","2","9","5.709999","6","6","9","8.560000","9","0","12","5.300002","3","790",
"393","3","381","185.269989","201","1","7","3.670000","3","2","10","5.380000","6","2","9","8.550001","8","0","11","5.810000","5","790",
"394","2","392","184.109924","202","1","7","3.520000","5","3","9","5.740001","6","6","9","8.520000","8","1","9","5.450001","1","793",
"395","5","395","195.939972","160","0","8","3.630000","5","3","10","5.730000","5","6","9","8.590001","8","1","13","5.890000","4","793",
"396","4","393","206.949997","151","0","7","3.680000","4","4","8","5.480001","5","6","9","8.579998","9","0","13","6.059999","13","795",
"397","2","397","195.760040","91","1","7","3.570001","6","3","9","5.720000","6","6","9","8.510000","8","0","11","5.670000","7","797",
"398","13","394","186.730103","263","1","7","3.670000","3","2","8","5.509999","5","5","9","8.510000","9","1","11","5.710002","9","799",
"399","5","396","169.279938","390","2","7","3.839999","3","3","11","5.570001","5","5","9","8.609996","9","0","15","5.360000","5","799",
"400","1","400","209.279984","265","0","6","3.690000","4","3","9","5.460001","4","3","9","8.480004","9","0","14","5.530002","3","800",
"401","2","401","184.150055","338","1","8","3.680000","5","2","9","5.580000","5","2","9","8.529998","9","0","11","5.550000","5","801",
"402","1","399","192.930130","107","0","9","3.680000","6","2","8","5.560002","7","3","9","8.479997","9","1","9","5.180000","6","803",
"403","6","402","209.019989","305","0","8","3.760000","5","4","10","5.460000","4","4","9","8.430000","9","0","11","5.500000","5","805",
"404","3","402","203.570038","58","0","7","3.610000","3","3","9","5.680000","6","1","9","8.639999","8","0","11","5.430002","5","808",
"405","1","405","205.680008","56","0","6","3.490001","4","3","8","5.560002","5","6","9","8.639998","8","0","11","5.610001","4","810",
"406","7","405","186.070038","37","0","6","3.610000","5","4","8","5.690001","5","4","9","8.580002","8","1","13","5.910000","5","811",
"407","3","400","192.919937","154","0","7","3.750001","4","2","9","5.540001","8","4","9","8.569999","9","0","15","5.369999","3","813",
"408","7","400","211.200012","259","0","6","3.400000","4","3","8","5.740001","5","2","9","8.390001","9","0","11","5.690001","6","823",
"409","3","408","214.979996","216","2","10","3.810001","4","3","10","5.790000","6","6","9","8.530000","9","0","11","5.389999","4","824",
"410","1","408","228.680008","276","2","7","3.510000","2","3","9","5.550001","5","2","9","8.519995","8","0","12","5.880000","5","826",
"411","12","411","205.269958","240","0","6","3.640001","3","3","9","5.610002","6","2","9","8.450001","8","1","12","5.389999","5","828",
"412","1","411","180.119995","144","1","8","3.730000","2","4","8","5.650001","5","2","9","8.420000","9","0","11","5.680000","5","829",
"413","2","411","208.070053","261","0","8","3.580001","3","3","10","5.740001","3","4","9","8.560001","9","1","15","5.690000","7","831",
"414","3","414","204.220047","386","0","7","3.690001","5","2","10","5.830001","5","5","9","8.570002","9","0","11","5.460001","5","838",
"415","3","415","196.419983","15","1","8","3.690000","3","4","9","5.830001","6","3","9","8.590001","9","0","11","5.979998","3","840",
"416","1","416","208.180054","312","1","8","3.619999","3","2","9","5.450002","6","4","9","8.600001","8","0","13","5.910000","6","841",
"417","4","417","184.689957","354","1","7","3.660000","4","2","10","5.649999","6","3","9","8.530001","9","0","13","5.590001","7","842",
"418","2","410","196.630035","83","2","7","3.850000","3","3","8","5.470000","5","2","9","8.419998","8","1","13","6.220001","3","844",
"419","8","408","200.269943","350","1","7","3.649999","3","3","9","5.970000","8","5","9","8.620002","8","3","11","5.639999","6","847",
"420","11","414","215.109985","399","2","8","3.709999","2","2","10","5.490000","6","5","9","8.399999","9","1","13","5.989998","6","847",
"421","2","418","217.800018","132","1","8","3.569999","3","2","9","5.770001","6","5","9","8.550003","8","0","11","5.880000","7","852",
"422","2","422","200.079926","125","2","8","3.790000","4","3","9","5.630000","7","4","9","8.589999","4","0","11","5.450000","3","853",
"423","1","421","233.479980","108","1","8","3.670000","3","2","8","5.690001","5","2","9","8.450006","9","1","12","5.600001","6","855",
"424","4","424","204.200027","262","1","8","3.600000","4","2","9","5.750001","6","5","9","8.530002","9","0","11","5.430000","7","857",
"425","6","425","215.909958","9","0","8","3.710000","2","2","9","5.650002","5","5","9","8.560001","5","1","11","5.560002","6","857",
"426","5","426","206.089951","190","1","9","3.820001","3","4","11","5.840002","6","5","9","8.600000","6","1","11","5.560001","11","858",
"427","2","426","216.299957","128","1","7","3.699999","4","3","9","5.700000","4","3","9","8.610001","8","0","11","5.379998","6","858",
"428","7","426","231.189987","318","1","7","3.760000","5","3","11","5.770001","6","2","9","8.600002","9","0","11","5.789998","8","859",
"429","5","425","212.809998","354","1","7","3.750000","3","3","9","5.600001","4","4","9","8.480000","9","3","13","5.960000","5","859",
"430","5","430","205.729996","249","0","6","3.620000","5","3","9","5.540001","6","6","9","8.700000","9","3","13","5.650002","9","859",
"431","11","426","219.020035","34","1","6","3.739999","4","3","8","5.610001","7","6","9","8.790001","9","0","11","5.540001","5","860",
"432","4","432","209.680023","18","1","7","3.680000","6","2","8","5.720000","4","5","9","8.680000","9","2","13","5.860003","5","860",
"433","2","433","208.420074","234","0","6","3.490000","6","2","9","5.510002","2","6","9","8.669999","8","1","13","5.750001","11","863",
"434","6","434","228.239944","146","2","7","3.760000","3","2","9","5.640002","6","6","9","8.660001","9","0","11","5.699998","6","863",
