"Sample Count","Linear Search Min","Linear Search Max","Linear Search Avg","Linear Search Single","Line Fit Min","Line Fit Max","Line Fit Avg","Line Fit Single","Line Fit Blind Min","Line Fit Blind Max","Line Fit Blind Avg","Line Fit Blind Single","Binary Search Min","Binary Search Max","Binary Search Avg","Binary Search Single","Hybrid Min","Hybrid Max","Hybrid Avg","Hybrid Single","Sequence",
"440","4","435","226.959991","16","1","2","1.760000","2","3","4","3.830000","4","3","9","8.650000","8","1","3","2.580000","3","878",
"441","9","433","215.690109","291","1","2","1.790000","2","3","4","3.750001","4","1","9","8.660000","9","1","3","2.460000","3","880",
"442","3","435","226.040039","372","0","2","1.780000","2","3","4","3.850000","3","4","9","8.539998","9","0","3","2.630000","3","882",
"443","11","440","231.720032","104","0","2","1.740000","2","3","4","3.729999","4","6","9","8.669999","8","1","3","2.600000","3","884",
"444","12","438","216.080048","368","0","2","1.820000","1","2","4","3.770000","4","3","9","8.560002","9","1","3","2.540000","3","886",
"445","9","445","244.660019","445","1","2","1.840000","2","3","4","3.690001","3","2","9","8.420005","9","1","3","2.560000","3","888",
"446","8","445","221.040039","125","1","2","1.800000","1","3","4","3.729999","4","5","9","8.790000","9","1","3","2.560000","3","890",
"447","4","439","239.620041","351","1","2","1.760000","2","3","4","3.770000","4","4","9","8.470001","9","1","3","2.639999","3","892",
"448","10","435","212.140060","84","1","2","1.810000","2","3","4","3.800000","4","5","9","8.659998","9","1","3","2.720000","3","894",
"449","2","446","212.530045","169","1","2","1.770000","1","3","4","3.720001","4","2","9","8.659999","7","1","3","2.540000","1","896",
"450","7","449","249.290024","41","1","2","1.800000","2","3","4","3.730000","3","5","9","8.600001","8","1","3","2.680000","3","898",
"451","5","448","229.850037","108","1","2","1.800000","2","3","4","3.800000","4","6","9","8.700001","9","1","3","2.460000","1","900",
"452","7","441","210.610046","249","1","2","1.820000","2","3","4","3.780001","4","6","9","8.729998","9","0","3","2.470000","3","902",
"453","4","451","253.180008","253","1","2","1.770000","2","3","4","3.760000","4","5","9","8.700000","9","1","3","2.479999","3","904",
"454","6","454","204.789948","310","1","2","1.840000","1","3","4","3.720000","4","4","9","8.590001","9","1","3","2.440001","3","906",
"455","4","455","231.989960","30","1","2","1.760000","2","3","4","3.730001","3","7","9","8.670000","9","1","3","2.519999","3","908",
"456","7","454","222.000046","292","1","2","1.800000","2","3","4","3.840000","4","4","9","8.729998","9","1","3","2.480000","3","910",
"457","1","453","217.539978","174","1","2","1.690000","2","3","4","3.860000","4","1","9","8.639999","8","1","3","2.560001","1","912",
"458","4","453","234.289932","403","1","2","1.810000","2","2","4","3.720000","3","5","9","8.749999","9","1","3","2.529999","1","914",
"459","4","457","240.240067","67","1","2","1.800000","2","3","4","3.810000","3","2","9","8.580002","9","1","3","2.499999","3","916",
"460","4","459","214.110016","310","1","2","1.720000","1","3","4","3.760001","4","3","9","8.570003","9","1","3","2.580000","3","918",
"461","7","460","241.470001","230","1","2","1.670000","1","3","4","3.750001","3","5","9","8.590002","9","1","3","2.520001","3","920",
"462","3","454","237.099930","156","1","2","1.770000","2","3","4","3.780000","3","6","9","8.820003","8","1","3","2.560001","3","922",
"463","6","462","265.880005","263","1","2","1.790000","2","3","4","3.730000","4","5","9","8.520001","9","1","3","2.690000","3","924",
"464","10","458","251.910004","233","1","2","1.790000","2","3","4","3.780000","4","5","9","8.700001","9","1","3","2.499999","3","926",
"465","5","460","226.099976","109","1","2","1.820000","2","3","4","3.710000","3","4","9","8.470003","9","1","3","2.540000","1","928",
"466","4","458","255.759964","354","1","2","1.870000","2","3","4","3.730000","4","5","9","8.709999","9","0","3","2.550000","3","930",
"467","12","464","239.180008","348","1","2","1.810000","1","3","4","3.720000","3","6","9","8.770000","9","1","3","2.590000","3","932",
"468","5","460","233.900009","122","1","2","1.670000","2","3","4","3.810000","4","6","9","8.780002","8","1","3","2.360000","1","934",
"469","13","468","247.939987","317","1","2","1.760000","2","3","4","3.780001","4","4","9","8.740000","9","1","3","2.480000","3","936",
"470","5","467","241.450027","30","1","2","1.700000","2","3","4","3.699999","3","4","9","8.540005","9","1","3","2.500000","3","938",
"471","12","467","235.680023","170","1","2","1.700000","1","2","4","3.790000","4","5","9","8.710001","9","1","3","2.580000","1","940",
"472","2","472","231.300003","461","1","2","1.680000","1","3","4","3.780000","4","6","9","8.770000","9","1","3","2.440000","3","942",
"473","3","467","231.860016","402","1","2","1.710000","2","3","4","3.700000","3","6","9","8.820000","9","1","3","2.510000","3","944",
"474","3","466","244.260040","183","1","2","1.780000","2","2","4","3.780001","4","1","9","8.600000","9","1","3","2.620000","3","946",
"475","8","475","258.329926","431","1","2","1.800000","2","3","4","3.740000","4","3","9","8.650002","9","1","3","2.470001","3","948",
"476","1","476","225.549973","317","1","2","1.740000","1","3","4","3.710000","3","3","9","8.630002","9","1","3","2.540000","3","950",
"477","3","474","254.000015","209","1","2","1.780000","2","3","4","3.730001","4","5","9","8.500002","9","1","3","2.540001","3","952",
"478","3","475","255.909943","407","1","2","1.690000","1","3","4","3.840000","4","7","9","8.870002","9","1","3","2.439999","3","954",
"479","1","474","234.290054","279","1","2","1.770000","1","2","4","3.730000","4","5","9","8.700002","9","1","3","2.600000","1","956",
"480","7","479","231.039993","288","1","2","1.680000","2","3","4","3.710000","4","4","9","8.609998","9","0","3","2.430000","3","958",
"481","21","479","254.679947","204","1","2","1.690000","2","3","4","3.770000","4","4","9","8.680001","4","1","3","2.500000","3","960",
"482","4","478","246.369980","267","1","2","1.750000","1","3","4","3.780000","3","5","9","8.760001","9","1","3","2.510000","3","962",
"483","5","479","253.879959","419","1","2","1.730000","2","3","4","3.790000","4","3","9","8.600002","9","1","3","2.390000","3","964",
"484","2","482","230.930023","394","1","2","1.700000","2","3","4","3.800000","4","3","9","8.609996","9","1","3","2.480000","3","966",
"485","3","485","266.580109","3","1","2","1.740000","2","3","4","3.750000","4","4","9","8.650001","9","1","3","2.599999","3","968",
"486","6","466","226.450058","276","1","2","1.700000","2","3","4","3.830000","4","2","9","8.690002","5","1","3","2.480000","1","970",
"487","5","475","230.130020","403","1","2","1.660000","1","3","4","3.810000","3","5","9","8.710000","8","1","3","2.499999","3","972",
"488","5","475","259.299988","38","1","2","1.750000","1","3","4","3.690000","3","4","9","8.549999","9","1","3","2.520000","3","974",
"489","5","489","232.009918","454","1","2","1.750000","2","3","4","3.740000","3","4","9","8.620000","9","1","3","2.500000","3","976",
"490","3","487","240.279999","204","1","2","1.750000","2","3","4","3.750001","3","5","9","8.779999","9","1","3","2.440001","1","978",
"491","8","490","250.619934","84","1","2","1.720000","2","3","4","3.770000","3","6","9","8.840002","9","1","3","2.510000","3","980",
"492","3","491","241.410034","386","1","2","1.840000","2","3","4","3.770000","4","5","9","8.670001","8","1","3","2.370000","1","982",
"493","3","491","272.619995","313","1","2","1.820000","2","3","4","3.690000","3","2","9","8.530002","9","1","3","2.570000","1","984",
"494","6","483","262.629974","425","0","2","1.720000","2","3","4","3.790000","4","6","9","8.759995","9","1","3","2.550000","1","986",
"495","10","494","263.450043","364","1","2","1.730000","2","3","4","3.790001","4","3","9","8.709998","9","1","3","2.500000","3","988",
"496","3","490","251.189957","384","0","2","1.740000","2","3","4","3.790000","4","5","9","8.709999","9","1","3","2.460001","1","990",
"497","4","492","256.570038","292","1","2","1.740000","2","3","4","3.769999","3","3","9","8.660000","9","1","3","2.390001","3","992",
"498","2","494","257.299957","26","1","2","1.810000","2","3","4","3.760000","4","4","9","8.750001","9","1","3","2.420000","1","994",
"499","22","497","273.100037","401","1","2","1.710000","2","3","4","3.730000","4","5","9","8.810001","9","1","3","2.440000","3","996",
"500","6","494","269.089966","492","1","2","1.700000","1","3","4","3.780000","4","5","9","8.689999","8","1","3","2.460001","1","998",
"501","8","495","259.120026","260","1","2","1.730000","1","2","4","3.719999","4","2","9","8.670000","9","1","3","2.460000","3","1001",
"502","3","501","252.139969","416","1","2","1.810000","2","3","4","3.780001","4","5","9","8.790000","9","1","3","2.520000","3","1003",
"503","18","503","271.750031","152","1","2","1.800000","2","3","4","3.740000","4","4","9","8.650001","9","0","3","2.469999","3","1005",
"504","7","504","281.360077","281","1","2","1.720000","2","3","4","3.770000","3","4","9","8.770000","7","1","3","2.660000","3","1007",
"505","2","505","248.110031","56","0","2","1.760000","1","3","4","3.809999","4","3","9","8.739999","9","1","3","2.520000","3","1009",
"506","7","504","264.670013","435","1","2","1.770000","2","3","4","3.750000","4","3","9","8.760002","9","1","3","2.400000","1","1011",
"507","4","491","250.279922","414","1","2","1.730000","2","3","4","3.679999","3","2","9","8.690003","7","1","3","2.380000","3","1013",
"508","5","508","259.100006","365","1","2","1.750000","2","3","4","3.780000","4","6","9","8.880000","9","1","3","2.480000","3","1015",
"509","2","509","260.700043","313","1","2","1.810000","2","3","4","3.690001","4","3","9","8.630000","9","1","3","2.550000","3","1017",
"510","3","506","274.920013","403","1","2","1.730000","1","3","4","3.750000","4","4","9","8.809999","9","1","3","2.440000","3","1019",
"511","3","511","236.710022","194","1","2","1.740000","2","3","4","3.840000","4","3","9","8.740002","9","1","3","2.520000","3","1021",
"512","4","509","247.229996","87","1","2","1.810000","2","3","4","3.770000","3","2","9","8.649999","5","1","3","2.620000","3","1023",
"513","4","509","256.380066","376","0","2","1.700000","1","3","4","3.729999","4","5","9","8.759999","9","1","3","2.480000","3","1025",
"514","11","513","233.900024","88","0","2","1.760000","2","3","4","3.780000","4","5","10","8.920003","9","1","3","2.479999","1","1027",
"515","7","508","261.970001","227","1","2","1.700000","1","3","4","3.730000","4","6","10","8.880003","9","1","3","2.560000","3","1029",
"516","16","516","273.990021","297","1","2","1.720000","2","3","4","3.660000","3","3","10","8.730001","9","1","3","2.420000","1","1031",
"517","8","508","250.930069","221","1","2","1.690000","2","3","4","3.730000","4","4","10","8.710000","10","1","3","2.520000","3","1033",
"518","4","513","224.510010","132","1","2","1.670000","2","3","4","3.780000","4","6","10","8.930002","8","1","3","2.420000","1","1035",
"519","8","518","267.380066","76","1","2","1.740000","1","3","4","3.660000","3","7","10","8.770002","9","1","3","2.469999","1","1037",
"520","11","517","257.490082","34","1","2","1.700000","1","3","4","3.750000","4","3","10","8.690001","9","1","3","2.460000","3","1039",
"521","3","504","248.880020","453","1","2","1.770000","1","3","4","3.750000","3","3","9","8.580004","9","1","3","2.430000","1","1041",
"522","1","520","283.050018","376","1","2","1.770000","1","3","4","3.720000","4","6","10","8.850002","9","1","3","2.400000","1","1043",
"523","4","519","256.349945","330","1","2","1.710000","1","3","4","3.730000","3","3","9","8.739999","9","1","3","2.360000","1","1045",
"524","6","511","280.279907","341","1","2","1.690000","1","3","4","3.680000","4","2","10","8.710003","9","1","3","2.560000","3","1047",
"525","4","524","283.819977","88","1","2","1.830000","2","3","4","3.799999","4","5","10","8.940000","9","1","3","2.440001","3","1049",
"526","13","521","275.269989","179","1","2","1.720000","2","3","4","3.820000","4","4","10","8.730004","9","1","3","2.369999","3","1051",
"527","4","519","263.030060","378","1","2","1.610000","2","2","4","3.530000","3","5","10","8.889999","9","1","3","2.260000","3","1053",
"528","5","528","255.409912","109","1","2","1.790000","2","3","4","3.720000","4","6","10","8.830001","9","1","3","2.450000","3","1055",
"529","4","524","257.450073","29","1","2","1.690000","2","3","4","3.730000","3","6","10","8.760000","9","1","3","2.420000","3","1057",
"530","5","523","267.750092","107","0","2","1.700000","2","3","4","3.729999","3","1","10","8.540001","9","1","3","2.520000","1","1059",
"531","16","522","247.080017","231","1","2","1.740000","2","2","4","3.740001","3","5","10","8.939997","9","1","3","2.480000","1","1061",
"532","2","529","270.020050","404","1","2","1.760000","2","3","4","3.760000","3","5","10","8.800002","9","1","3","2.619999","3","1063",
"533","7","523","257.320068","281","1","2","1.690000","1","3","4","3.720000","4","5","10","8.780000","9","1","3","2.520000","3","1065",
"534","11","534","294.980042","456","1","2","1.760000","2","3","4","3.730000","4","3","10","8.700002","8","1","3","2.390000","1","1067",
"535","5","535","291.100128","265","1","2","1.780000","2","2","4","3.770000","3","4","10","8.870001","9","1","3","2.320000","3","1069",
"536","7","531","273.569916","90","1","2","1.730000","2","3","4","3.730000","4","4","10","8.690001","9","1","3","2.500000","3","1071",
"537","3","535","271.959839","405","1","2","1.729999","1","3","4","3.690000","3","4","10","8.710000","9","1","3","2.300000","1","1073",
"538","7","535","272.520050","106","1","2","1.750000","2","3","4","3.720000","4","1","10","8.780004","9","1","3","2.440000","1","1075",
"539","11","539","279.629944","333","0","2","1.710000","2","2","4","3.790001","4","4","10","8.860002","9","1","3","2.450000","3","1077",
"540","9","536","285.890045","523","1","2","1.770000","2","3","4","3.760000","4","5","10","8.860003","9","1","3","2.520000","3","1079",
"541","4","538","281.120056","309","1","2","1.770000","2","3","4","3.750001","4","4","10","8.750001","7","1","3","2.460001","3","1081",
"542","12","537","276.770050","192","1","2","1.760000","2","2","4","3.700000","3","4","10","8.870000","9","1","3","2.540000","3","1083",
"543","13","522","251.509964","18","1","2","1.720000","2","2","4","3.700000","3","6","10","8.880003","10","1","3","2.300000","3","1085",
"544","6","544","288.680054","12","1","2","1.730000","1","3","4","3.730000","4","5","10","8.960003","9","1","3","2.520000","3","1087",
"545","8","544","279.500061","275","1","2","1.680000","2","3","4","3.710000","4","5","10","8.860001","5","1","3","2.480000","3","1089",
"546","2","543","283.189941","226","1","2","1.700000","2","3","4","3.720000","3","4","10","8.930000","9","1","3","2.420000","3","1091",
"547","5","539","299.769989","333","1","2","1.720000","1","3","4","3.690000","3","5","10","8.759999","8","1","3","2.639999","1","1093",
"548","9","548","262.349945","534","1","2","1.800000","2","3","4","3.710000","4","4","10","8.880000","9","1","3","2.320000","3","1095",
"549","8","544","281.579956","69","1","2","1.730000","2","3","4","3.780000","4","5","10","8.960002","9","1","3","2.240000","1","1097",
"550","2","543","258.210052","281","1","2","1.800000","2","3","4","3.770000","4","4","10","8.910001","9","1","3","2.380001","1","1099",
"551","20","546","310.079926","328","1","2","1.710000","2","3","4","3.770001","4","3","10","8.990005","9","1","3","2.440000","3","1101",
"552","4","549","263.829803","136","1","2","1.690000","2","3","4","3.740000","4","5","10","8.870001","9","1","3","2.340001","1","1103",
"553","3","533","284.729950","276","1","2","1.720000","1","3","4","3.770000","4","6","10","8.889999","9","1","3","2.499999","3","1105",
"554","3","548","278.079956","349","1","2","1.680000","1","3","4","3.740000","4","4","10","8.910002","9","1","3","2.469999","3","1107",
"555","6","554","295.860016","439","1","2","1.700000","1","3","4","3.710000","4","5","10","8.749999","9","1","3","2.520000","3","1109",
"556","2","556","270.519989","457","1","2","1.740000","2","3","4","3.739999","4","4","10","8.839999","9","1","3","2.420001","3","1111",
"557","3","556","277.549988","95","1","2","1.710000","2","3","4","3.710000","4","3","10","8.870004","9","1","3","2.569999","3","1113",
"558","5","547","251.460007","142","1","2","1.760000","2","3","4","3.700001","4","6","10","8.839999","9","1","3","2.440000","3","1115",
"559","4","558","300.689880","525","1","2","1.690000","2","3","4","3.710000","4","4","10","8.819999","10","1","3","2.340000","1","1117",
"560","4","554","296.889923","541","1","2","1.690000","1","3","4","3.720000","4","3","10","8.820000","9","1","3","2.320000","3","1119",
"561","3","555","265.740051","72","1","2","1.700000","1","3","4","3.720000","4","3","10","8.950003","9","1","3","2.500000","3","1121",
"562","9","553","261.019958","414","1","2","1.730000","2","3","4","3.670000","3","5","10","8.990001","9","1","3","2.440000","3","1123",
"563","9","558","272.450043","352","1","2","1.630000","1","3","4","3.729999","4","3","10","8.880002","10","1","3","2.440001","1","1125",
"564","3","557","292.890015","407","1","2","1.730000","2","3","4","3.680000","4","3","10","8.850003","10","1","3","2.400000","3","1127",
"565","8","557","280.160004","440","1","2","1.720000","2","3","4","3.710000","4","5","10","8.809999","9","1","3","2.480000","1","1129",
"566","12","563","300.070038","437","1","2","1.740000","2","3","4","3.760000","4","1","10","8.890005","10","1","3","2.460000","3","1131",
"567","18","550","258.169952","458","1","2","1.650000","2","3","4","3.690000","4","6","10","8.960000","9","1","3","2.460000","3","1133",
"568","3","560","287.330017","3","1","2","1.720000","2","3","4","3.609999","3","4","10","8.870001","9","1","3","2.440000","1","1135",
"569","13","569","270.489838","86","0","2","1.730000","2","3","4","3.670000","4","3","10","8.969997","9","1","3","2.360000","3","1137",
"570","13","556","254.159927","38","1","2","1.700000","2","3","4","3.750001","4","1","10","8.700002","10","1","3","2.480001","3","1139",
"571","11","570","305.130005","474","1","2","1.730000","1","3","4","3.700000","4","7","10","8.990000","9","1","3","2.420000","3","1141",
"572","18","566","280.329926","486","1","2","1.770000","2","2","4","3.680000","4","2","10","8.970001","9","1","3","2.440000","3","1143",
"573","9","563","319.219910","232","1","2","1.770000","2","3","4","3.690000","3","3","10","8.890001","9","0","3","2.490000","3","1145",
"574","7","566","314.049866","481","1","2","1.660000","2","3","4","3.730000","3","5","10","9.010001","10","1","3","2.430001","3","1147",
"575","4","575","278.709930","183","1","2","1.710000","1","3","4","3.610000","3","4","10","8.890001","9","1","3","2.320000","3","1149",
"576","5","569","307.869934","433","1","2","1.680000","2","3","4","3.750000","4","7","10","8.900002","9","1","3","2.359999","1","1151",
"577","6","575","299.059998","401","0","2","1.670000","2","3","4","3.770000","3","6","10","9.179999","9","1","3","2.400001","3","1153",
"578","3","574","289.099976","21","1","2","1.770000","2","3","4","3.690000","3","4","10","8.930000","8","1","3","2.550000","3","1155",
"579","9","574","326.199982","381","1","2","1.790000","2","3","4","3.720000","4","5","10","9.040001","10","1","3","2.390000","3","1157",
"580","18","577","297.540039","250","1","2","1.750000","2","3","4","3.660000","4","7","10","8.940001","9","0","3","2.190000","3","1159",
"581","5","581","306.629944","209","1","2","1.750000","2","3","4","3.760001","4","6","10","9.040000","10","1","3","2.320000","3","1161",
"582","14","573","287.269928","373","1","2","1.780000","2","3","4","3.719999","4","4","10","8.879998","9","1","3","2.480000","3","1163",
"583","10","581","298.130035","387","1","2","1.700000","2","2","4","3.740000","4","4","10","8.970001","10","1","3","2.400000","3","1165",
"584","7","582","290.269989","82","1","2","1.710000","2","2","4","3.639999","4","2","10","8.980000","9","1","3","2.540000","3","1167",
"585","9","567","315.299988","351","1","2","1.770000","1","3","4","3.700000","4","6","10","9.080006","9","1","3","2.380000","1","1169",
"586","8","579","278.670135","281","1","2","1.700000","2","3","4","3.710000","3","6","10","9.000003","10","1","3","2.400000","3","1171",
"587","2","576","278.790009","114","1","2","1.750000","2","3","4","3.720000","3","4","10","9.040003","10","1","3","2.440001","3","1173",
"588","12","588","282.309937","439","1","2","1.670000","1","3","4","3.690000","4","2","10","8.830001","9","1","3","2.270000","1","1175",
"589","3","586","302.950104","452","1","2","1.710000","2","3","4","3.730000","4","5","10","8.919999","6","1","3","2.460000","3","1177",
"590","12","568","321.559937","481","1","2","1.660000","1","3","4","3.680000","4","2","10","8.730000","9","1","3","2.460000","3","1179",
"591","2","591","320.249969","18","0","2","1.770000","1","3","4","3.690000","3","2","10","8.879999","9","1","3","2.360000","3","1181",
"592","13","583","309.190063","529","1","2","1.650000","2","3","4","3.710000","4","4","10","9.040005","9","1","3","2.379999","3","1183",
"593","9","593","309.560089","288","1","2","1.640000","2","3","4","3.670000","4","4","10","8.960001","10","0","3","2.370000","1","1185",
"594","7","590","307.199921","105","1","2","1.660000","2","3","4","3.780000","4","6","10","9.130000","9","1","3","2.240000","3","1187",
"595","4","594","287.440002","17","1","2","1.760000","2","3","4","3.690000","4","4","10","8.949999","9","1","3","2.340000","3","1189",
"596","10","591","297.560120","591","1","2","1.650000","1","3","4","3.740000","4","5","10","8.960002","9","0","3","2.360000","1","1191",
"597","20","597","317.839966","233","1","2","1.760000","2","3","4","3.800000","4","4","10","9.050002","10","1","3","2.320000","3","1193",
"598","6","597","329.990051","579","1","2","1.740000","1","3","4","3.690000","4","6","10","9.050005","9","1","3","2.520000","3","1195",
"599","2","599","298.589935","416","1","2","1.730000","2","3","4","3.730001","3","1","10","8.730004","9","1","3","2.420000","3","1197",
"600","7","592","320.520081","400","1","2","1.600000","1","3","4","3.700000","3","3","10","9.050004","9","1","3","2.499999","3","1199",
"601","6","595","293.360107","151","1","2","1.690000","2","3","4","3.670000","4","5","10","9.100004","9","1","3","2.419999","1","1201",
"602","9","602","308.900116","564","1","2","1.640000","2","3","4","3.659999","4","2","10","8.840002","9","1","3","2.400000","1","1203",
"603","4","603","307.830017","399","1","2","1.720000","2","3","4","3.680000","4","5","10","9.009999","9","1","3","2.290000","3","1205",
"604","4","594","330.400055","103","0","2","1.740000","2","3","4","3.640001","3","1","10","9.100001","7","1","3","2.400000","1","1207",
"605","4","598","312.260040","516","1","2","1.690000","1","3","4","3.620000","4","4","10","8.880001","10","0","3","2.370000","3","1209",
"606","13","606","298.650024","133","1","2","1.720000","1","2","4","3.670001","4","5","10","9.030000","9","1","3","2.340000","1","1211",
"607","6","604","321.969849","78","1","2","1.710000","1","3","4","3.660000","4","6","10","9.060001","8","1","3","2.420000","3","1213",
"608","4","591","313.780029","573","1","2","1.750000","2","3","4","3.689999","3","1","10","8.929997","10","1","3","2.400000","3","1215",
"609","28","604","313.929962","603","1","2","1.710000","2","3","4","3.720000","4","4","10","8.899999","9","1","3","2.360000","3","1217",
"610","4","609","295.380066","178","1","2","1.620000","2","3","4","3.680000","4","5","10","9.039999","9","0","3","2.340000","3","1219",
"611","4","611","302.239929","353","1","2","1.700000","2","3","4","3.680001","3","5","10","9.030002","9","1","3","2.530000","1","1221",
"612","9","602","317.489929","341","1","2","1.610000","2","3","4","3.680001","4","2","10","8.970003","7","0","3","2.310001","3","1223",
"613","2","611","272.640015","370","1","2","1.680000","2","3","4","3.680000","4","4","10","9.089999","9","1","3","2.540000","3","1225",
"614","32","614","306.430054","291","1","2","1.590000","2","3","4","3.650000","4","6","10","9.040001","9","1","3","2.440000","3","1227",
"615","2","614","282.349884","277","1","2","1.700000","1","3","4","3.670000","4","4","10","9.100003","10","1","3","2.520000","1","1229",
"616","16","614","333.729919","492","1","2","1.660000","2","3","4","3.669999","3","6","10","9.040001","9","0","3","2.470001","3","1231",
"617","5","590","319.190063","220","1","2","1.720000","2","3","4","3.730000","4","4","10","8.920006","7","1","3","2.440000","3","1233",
"618","9","616","310.540100","566","1","2","1.720000","1","3","4","3.629999","4","5","10","8.870001","10","1","3","2.130000","3","1235",
"619","4","616","323.720001","488","1","2","1.760000","1","3","4","3.660000","4","6","10","9.120003","9","0","3","2.340000","1","1237",
"620","5","619","299.160004","306","1","2","1.720000","2","3","4","3.600000","3","5","10","9.049999","9","1","3","2.400001","1","1239",
"621","5","621","300.309967","331","1","2","1.730000","2","3","4","3.700000","4","3","10","9.050001","10","1","3","2.490000","1","1241",
"622","3","611","306.910095","550","1","2","1.660000","1","3","4","3.719999","4","6","10","9.199998","10","1","3","2.169999","1","1243",
"623","7","621","309.399841","502","1","2","1.710000","1","3","4","3.600000","4","3","10","9.020001","9","1","3","2.240000","1","1245",
"624","2","624","314.439972","120","0","2","1.660000","2","3","4","3.640000","3","2","10","8.920001","9","1","3","2.510000","3","1247",
"625","20","625","313.490051","93","1","2","1.670000","2","3","4","3.750000","4","3","10","9.000000","10","1","3","2.340000","3","1249",
"626","26","618","342.320099","618","1","2","1.780000","2","3","4","3.760001","3","4","10","9.169998","9","1","3","2.260001","3","1251",
"627","4","615","293.429962","482","1","2","1.690000","1","3","4","3.730000","3","6","10","9.330002","7","1","3","2.560000","3","1253",
"628","4","628","318.880005","371","1","2","1.750000","2","2","4","3.660000","4","7","10","9.260000","10","1","3","2.410000","3","1255",
"629","4","613","293.200165","521","1","2","1.710000","2","3","4","3.700000","4","5","10","9.050000","8","1","3","2.370000","1","1257",
"630","9","599","303.229919","155","1","2","1.680000","2","3","4","3.720000","4","4","10","9.110003","9","1","3","2.300000","1","1259",
"631","7","631","284.380005","523","1","2","1.670000","2","3","4","3.730000","4","4","10","9.189999","9","1","3","2.340001","3","1261",
"632","2","611","292.870148","381","1","2","1.710000","1","3","4","3.730000","4","2","10","9.010004","10","1","3","2.460000","1","1263",
"633","3","626","334.089996","24","1","2","1.700000","2","2","4","3.650000","4","3","10","9.130000","10","1","3","2.320000","3","1265",
"634","7","632","317.509918","47","1","2","1.740000","2","3","4","3.680000","3","4","10","8.939999","9","1","3","2.339999","1","1267",
"635","10","632","296.399963","271","1","2","1.650000","2","2","4","3.640000","3","2","10","9.100001","9","1","3","2.460000","1","1269",
"636","2","631","296.929993","162","1","2","1.630000","1","3","4","3.610000","4","5","10","9.019999","9","1","3","2.370000","1","1271",
"637","5","636","347.919983","17","1","2","1.650000","2","2","4","3.650001","3","2","10","9.030002","10","1","3","2.360000","1","1273",
"638","13","630","325.920105","467","1","2","1.650000","2","3","4","3.629999","4","5","10","9.010001","10","1","3","2.400000","3","1275",
"639","3","638","290.610016","35","1","2","1.670000","2","2","4","3.730000","3","3","10","9.259999","9","1","3","2.300001","3","1277",
"640","2","633","329.809875","240","1","2","1.700000","2","3","4","3.639999","4","6","10","9.249998","9","1","3","2.540000","1","1279",
"641","3","641","331.149963","551","1","2","1.530000","2","3","4","3.660000","4","3","10","9.040003","9","0","3","2.320000","1","1281",
"642","1","633","308.540009","46","1","2","1.660000","2","3","4","3.690001","4","4","10","9.119999","9","1","3","2.520000","3","1283",
"643","19","643","340.609955","406","1","2","1.670000","1","3","4","3.690000","4","5","10","9.220003","10","1","3","2.340000","1","1285",
"644","4","642","318.630005","137","1","2","1.690000","2","3","4","3.600000","3","5","10","9.230000","9","1","3","2.360000","3","1287",
"645","5","643","288.090118","199","1","2","1.700000","2","3","4","3.690000","4","5","10","9.000000","5","0","3","2.190000","3","1289",
"646","6","639","310.990021","308","0","2","1.670000","2","3","4","3.620000","4","5","10","9.120001","6","1","3","2.230000","3","1291",
"647","2","640","317.430084","86","1","2","1.590000","2","3","4","3.640000","3","7","10","9.369999","10","1","3","2.200001","1","1293",
"648","6","648","320.510193","110","1","2","1.650000","2","3","4","3.710000","4","2","10","8.950004","9","1","3","2.250000","1","1295",
"649","5","649","339.160065","524","1","2","1.590000","2","3","4","3.650000","4","4","10","9.070000","10","1","3","2.180000","3","1297",
"650","4","649","335.890015","471","1","2","1.680000","2","3","4","3.739999","4","4","10","8.999999","9","1","3","2.400000","3","1299",
"651","10","643","334.369995","381","1","2","1.660000","2","3","4","3.700000","4","5","10","9.110003","9","1","3","2.319999","3","1301",
"652","1","641","333.759888","281","1","2","1.639999","2","3","4","3.589999","4","5","10","9.159999","10","1","3","2.330000","3","1303",
"653","3","647","362.400024","149","0","2","1.690000","0","3","4","3.750001","4","5","10","9.200005","10","1","3","2.440000","1","1305",
"654","14","650","353.369904","490","1","2","1.700000","2","3","4","3.680001","4","6","10","9.230002","10","1","3","2.299999","1","1307",
"655","2","651","295.030060","513","1","2","1.720000","2","3","4","3.670000","3","3","10","9.119998","9","1","3","2.300001","3","1309",
"656","1","646","311.620178","489","1","2","1.670000","2","3","4","3.630000","3","5","10","9.290004","9","1","3","2.340000","3","1311",
"657","5","651","324.669891","486","1","2","1.710000","1","3","4","3.630000","4","7","10","9.250003","9","1","3","2.280001","3","1313",
"658","25","648","332.980011","176","1","2","1.700000","2","3","4","3.660000","4","5","10","9.110000","10","1","3","2.259999","3","1315",
"659","3","657","328.360077","256","1","2","1.650000","2","3","4","3.750000","3","6","10","9.249997","10","1","3","2.289999","1","1317",
"660","12","657","341.370026","410","1","2","1.590000","1","3","4","3.640000","4","1","10","9.000002","10","1","3","2.400001","3","1319",
"661","11","656","375.720093","571","1","2","1.640000","2","3","4","3.730000","4","4","10","9.160000","9","1","3","2.540000","3","1321",
"662","11","661","357.720001","486","1","2","1.680000","2","2","4","3.700000","4","5","10","9.170007","10","1","3","2.260000","1","1323",
