"Sample Count","Linear Search Min","Linear Search Max","Linear Search Avg","Linear Search Single","Line Fit Min","Line Fit Max","Line Fit Avg","Line Fit Single","Line Fit Blind Min","Line Fit Blind Max","Line Fit Blind Avg","Line Fit Blind Single","Binary Search Min","Binary Search Max","Binary Search Avg","Binary Search Single","Hybrid Min","Hybrid Max","Hybrid Avg","Hybrid Single","Sequence",
"214","2","214","101.919998","35","1","2","1.880000","2","3","4","3.889999","4","5","8","7.689998","8","0","3","2.720000","3","426",
"215","7","212","108.709991","41","1","2","1.910000","2","3","4","3.900000","4","5","8","7.810001","8","1","3","2.760000","3","428",
"216","4","212","116.930000","207","1","2","1.850000","2","3","4","3.809999","4","5","8","7.760002","8","1","3","2.820001","1","430",
"217","3","217","123.739998","143","1","2","1.940000","2","3","4","3.910000","4","2","8","7.640000","8","1","3","2.730000","3","432",
"218","1","217","108.699997","91","1","2","1.940000","2","3","4","3.890000","4","3","8","7.720000","8","1","3","2.750001","1","434",
"219","3","219","107.800018","123","1","2","1.860000","2","3","4","3.869999","4","6","8","7.749999","8","1","3","2.660000","3","436",
"220","3","219","119.170044","94","1","2","1.880000","2","3","4","3.860000","4","6","8","7.780000","7","1","3","2.800000","3","438",
"221","3","221","100.310005","138","1","2","1.910000","2","3","4","3.900000","4","6","8","7.800002","8","1","3","2.680000","3","440",
"222","5","222","100.229996","57","0","2","1.890000","1","3","4","3.900000","4","2","8","7.629998","8","1","3","2.800000","3","442",
"223","2","219","100.079987","74","1","2","1.880000","2","3","4","3.900000","4","1","8","7.670000","8","1","3","2.690001","3","444",
"224","5","224","120.580017","40","1","2","1.870000","2","3","4","3.860000","4","4","8","7.790001","8","0","3","2.750000","3","446",
"225","1","223","108.720001","205","0","2","1.819999","2","3","4","3.860000","4","4","8","7.739999","8","1","3","2.700000","3","448",
"226","4","224","109.589989","16","1","2","1.900000","2","3","4","3.910000","3","1","8","7.789999","8","1","3","2.639999","1","450",
"227","2","225","106.020004","138","1","2","1.900000","2","3","4","3.880000","4","4","8","7.740001","8","1","3","2.830000","3","452",
"228","1","226","109.609985","77","1","2","1.890000","2","2","4","3.820000","4","4","8","7.780000","8","1","3","2.800000","1","454",
"229","2","228","114.250015","23","1","2","1.850000","1","3","4","3.850000","4","5","8","7.790000","8","1","3","2.810000","3","456",
"230","3","230","119.329994","214","1","2","1.840000","2","3","4","3.870000","4","6","8","7.780000","8","1","3","2.780001","3","458",
"231","2","231","101.780022","173","1","2","1.860000","2","3","4","3.900000","4","5","8","7.820002","7","1","3","2.770000","1","460",
"232","3","231","114.559990","33","1","2","1.930000","2","3","4","3.900000","4","6","8","7.850001","8","1","3","2.880000","3","462",
"233","4","231","120.320000","79","1","2","1.910000","2","2","4","3.880000","4","5","8","7.839999","8","1","3","2.620000","3","464",
"234","3","234","125.639977","117","1","2","1.890000","1","3","4","3.860000","4","7","8","7.929999","8","1","3","2.790000","3","466",
"235","2","231","115.850021","116","1","2","1.840000","2","3","4","3.880000","4","6","8","7.860001","8","1","3","2.700000","1","468",
"236","4","234","125.350014","205","1","2","1.840000","1","2","4","3.880000","4","1","8","7.710000","8","1","3","2.700000","3","470",
"237","3","235","115.390015","43","1","2","1.860000","2","2","4","3.849999","4","5","8","7.860000","8","1","3","2.880000","3","472",
"238","3","234","96.969994","73","1","2","1.870000","1","3","4","3.850000","4","5","8","7.910000","8","1","3","2.780001","3","474",
"239","2","236","125.169991","51","1","2","1.830000","2","3","4","3.840000","4","4","8","7.740000","8","1","3","2.760000","3","476",
"240","3","239","132.390045","110","1","2","1.860000","2","3","4","3.930000","4","5","8","7.860001","8","1","3","2.770000","3","478",
"241","3","241","130.200027","161","1","2","1.880000","2","3","4","3.920000","4","1","8","7.799999","8","1","3","2.830000","3","480",
"242","4","237","123.770012","63","1","2","1.930000","2","3","4","3.820000","4","5","8","7.810000","8","1","3","2.850000","3","482",
"243","6","241","119.160011","212","0","2","1.880000","2","3","4","3.810000","4","5","8","7.730000","8","1","3","2.699999","1","484",
"244","5","243","117.169983","96","1","2","1.870000","1","3","4","3.859999","4","1","8","7.750001","8","1","3","2.690000","3","486",
"245","3","245","137.360001","16","1","2","1.870000","2","3","4","3.890000","3","5","8","7.860001","8","1","3","2.750000","3","488",
"246","3","246","113.400017","24","1","2","1.920000","2","2","4","3.889999","4","2","8","7.779999","8","1","3","2.780001","3","490",
"247","4","244","120.899986","146","1","2","1.840000","2","3","4","3.830000","4","1","8","7.740000","8","1","3","2.730000","3","492",
"248","3","247","122.560028","159","1","2","1.830000","2","3","4","3.840001","4","3","8","7.840000","8","1","3","2.760000","3","494",
"249","6","245","136.800064","220","1","2","1.870000","2","3","4","3.860000","4","5","8","7.910000","8","1","3","2.690000","3","496",
"250","8","249","123.030022","186","1","2","1.830000","2","3","4","3.849999","4","4","8","7.920001","8","0","3","2.609999","3","498",
"251","2","247","122.500008","109","1","2","1.930000","2","3","4","3.830000","4","4","8","7.840000","8","1","3","2.789999","3","500",
"252","1","249","118.389984","11","1","2","1.900000","1","3","4","3.770000","4","6","8","7.890001","8","1","3","2.709999","3","502",
"253","2","248","117.450012","156","1","2","1.840000","2","3","4","3.880001","4","5","8","7.890000","8","1","3","2.740000","3","504",
"254","9","253","137.730026","132","1","2","1.880000","2","3","4","3.870000","4","3","8","7.780001","8","1","3","2.800001","3","506",
"255","2","255","131.090012","111","1","2","1.870000","1","3","4","3.870000","3","3","8","7.860001","8","1","3","2.660000","1","508",
"256","3","255","129.499969","157","1","2","1.900000","2","3","4","3.859999","3","6","8","7.890000","8","1","3","2.830000","3","510",
"257","2","252","133.550003","47","1","2","1.820000","2","3","4","3.860000","3","4","9","7.860001","8","1","3","2.670000","3","512",
"258","2","257","135.040009","71","1","2","1.870000","2","3","4","3.820000","4","1","9","7.910000","8","1","3","2.730000","3","514",
"259","3","254","118.209969","162","0","2","1.800000","2","3","4","3.910000","4","3","9","7.860001","8","0","3","2.610000","3","516",
"260","2","260","132.839996","97","1","2","1.870000","2","3","4","3.800000","4","5","9","7.939999","8","1","3","2.729999","3","518",
"261","3","256","128.260040","173","1","2","1.870000","1","3","4","3.880000","4","3","8","7.820000","7","1","3","2.760000","1","520",
"262","2","261","128.330048","20","1","2","1.880000","2","3","4","3.940000","4","2","9","7.949999","8","1","3","2.600000","3","522",
"263","3","263","125.829987","251","1","2","1.860000","2","2","4","3.850000","4","4","9","7.910000","8","1","3","2.709999","3","524",
"264","2","263","141.970016","228","1","2","1.830000","2","3","4","3.830000","4","4","9","8.000002","8","1","3","2.800000","3","526",
"265","4","265","127.220001","156","1","2","1.820000","2","3","4","3.870000","4","5","9","7.920001","8","1","3","2.750000","3","528",
"266","8","263","140.279968","18","1","2","1.860000","2","3","4","3.830000","4","3","9","7.950001","8","1","3","2.700000","3","530",
"267","2","263","123.620010","157","1","2","1.910000","2","3","4","3.900000","4","5","9","8.010000","8","1","3","2.700001","3","532",
"268","4","264","131.169998","147","1","2","1.840000","2","3","4","3.840001","3","3","9","7.970000","8","1","3","2.720001","3","534",
"269","3","267","136.780045","47","1","2","1.810000","1","3","4","3.840000","4","4","9","7.950002","8","1","3","2.700001","3","536",
"270","3","266","116.690010","210","1","2","1.870000","2","3","4","3.910001","4","1","9","7.870001","8","1","3","2.840000","3","538",
"271","2","271","130.380051","110","1","2","1.890000","2","3","4","3.889999","4","5","9","8.000001","8","1","3","2.610001","3","540",
"272","7","271","130.980026","108","1","2","1.910000","2","3","4","3.880000","4","3","9","8.010000","8","1","3","2.620000","3","542",
"273","2","273","146.850052","259","1","2","1.790000","2","3","4","3.869999","4","3","9","7.789999","8","1","3","2.740000","3","544",
"274","6","271","145.859985","83","1","2","1.860000","1","3","4","3.860000","4","4","9","7.930000","8","1","3","2.780000","1","546",
"275","2","273","141.389999","238","1","2","1.840000","1","2","4","3.840001","4","6","9","8.070002","8","1","3","2.830000","3","548",
"276","3","274","131.279999","116","1","2","1.900000","2","3","4","3.860000","4","6","9","8.120001","8","1","3","2.760000","3","550",
"277","2","270","117.980003","41","1","2","1.830000","2","3","4","3.780001","4","5","9","8.070000","8","1","3","2.709999","3","552",
"278","2","276","128.970001","229","1","2","1.880000","2","3","4","3.900000","4","2","9","7.969999","9","1","3","2.520000","1","554",
"279","3","276","149.839981","127","1","2","1.890000","2","3","4","3.850000","4","4","9","8.009999","8","1","3","2.700000","3","556",
"280","3","279","145.360031","39","1","2","1.890000","2","3","4","3.820000","4","6","9","8.120005","9","1","3","2.699999","3","558",
"281","3","278","137.749985","199","1","2","1.840000","2","3","4","3.850000","4","5","9","8.100002","8","1","3","2.690000","3","560",
"282","3","281","150.759949","220","1","2","1.890000","2","2","4","3.830000","3","3","9","7.990002","8","1","3","2.740000","3","562",
"283","3","277","137.040024","5","0","2","1.880000","2","3","4","3.820000","4","5","9","8.080005","8","1","3","2.660000","3","564",
"284","7","281","142.619995","87","1","2","1.890000","1","3","4","3.840000","4","6","9","8.139997","8","1","3","2.560000","3","566",
"285","8","280","141.519974","260","1","2","1.850000","2","3","4","3.860000","4","5","9","8.070003","8","1","3","2.860000","3","568",
"286","4","286","152.499969","157","1","2","1.810000","2","3","4","3.820000","4","7","9","8.210002","8","0","3","2.710000","3","570",
"287","5","286","148.189926","203","1","2","1.850000","2","3","4","3.940000","4","5","9","8.130000","8","1","3","2.719999","1","572",
"288","4","288","136.930023","128","1","2","1.810000","2","3","4","3.810000","4","3","9","8.040001","8","1","3","2.780001","3","574",
"289","1","289","150.669968","70","1","2","1.860000","2","3","4","3.879999","3","7","9","8.159999","8","1","3","2.540001","1","576",
"290","6","285","142.560028","15","1","2","1.830000","1","3","4","3.870000","4","1","9","7.960001","8","1","3","2.660001","1","578",
"291","1","288","138.689957","39","1","2","1.870000","2","3","4","3.870000","4","4","9","8.120000","8","1","3","2.680000","3","580",
"292","2","292","133.040054","119","1","2","1.840000","1","3","4","3.869999","4","4","9","8.039998","8","1","3","2.630000","3","582",
"293","4","292","140.849976","194","1","2","1.860000","2","3","4","3.879999","4","6","9","8.210004","8","1","3","2.680000","3","584",
"294","3","291","143.000031","215","1","2","1.810000","2","2","4","3.880000","4","3","9","8.160000","8","1","3","2.690000","3","586",
"295","8","295","157.209930","268","1","2","1.830000","1","3","4","3.840000","3","4","9","8.150003","8","1","3","2.640000","3","588",
"296","3","296","157.540024","211","1","2","1.820000","1","3","4","3.870000","4","2","9","8.009999","8","1","3","2.680000","3","590",
"297","4","296","153.650024","28","1","2","1.840000","1","3","4","3.830000","4","3","9","8.150004","9","1","3","2.760000","3","592",
"298","2","298","155.090088","21","1","2","1.870000","2","2","4","3.830000","4","3","9","8.100003","8","1","3","2.730000","3","594",
"299","9","293","156.950012","186","1","2","1.860000","2","3","4","3.899999","4","3","9","7.990001","9","1","3","2.720000","3","596",
"300","6","298","146.099991","150","0","2","1.780000","2","3","4","3.840000","4","4","9","8.210003","8","1","3","2.769999","3","598",
"301","2","296","141.429993","124","1","2","1.860000","1","3","4","3.830000","4","3","9","8.140001","8","1","3","2.580001","3","600",
"302","2","302","142.400009","136","1","2","1.880000","2","3","4","3.849999","4","1","9","8.140001","8","1","3","2.729999","3","602",
"303","6","303","137.560074","269","1","2","1.870000","2","3","4","3.880000","4","5","9","8.289997","8","1","3","2.780001","3","604",
"304","6","303","162.150040","210","1","2","1.840000","2","3","4","3.850000","4","2","9","8.070002","9","1","3","2.790000","3","606",
"305","3","303","150.239990","52","1","2","1.850000","2","3","4","3.880000","4","4","9","8.059999","9","1","3","2.580000","3","608",
"306","6","302","165.739990","92","1","2","1.870000","2","3","4","3.790000","3","4","9","8.170002","8","1","3","2.770001","1","610",
"307","7","302","156.229980","142","1","2","1.850000","2","3","4","3.790000","4","7","9","8.299999","8","0","3","2.650000","3","612",
"308","4","308","160.800003","153","1","2","1.850000","1","3","4","3.760000","4","5","9","8.240000","7","1","3","2.499999","3","614",
"309","4","309","159.449997","177","1","2","1.870000","2","3","4","3.889999","4","4","9","8.210006","8","1","3","2.739999","3","616",
"310","7","310","168.130051","185","1","2","1.880000","2","3","4","3.880000","4","5","9","8.230002","8","1","3","2.830000","1","618",
"311","5","309","149.300034","263","0","2","1.800000","2","3","4","3.870000","4","5","9","8.220001","8","0","3","2.649999","3","620",
"312","4","311","161.690018","272","0","2","1.860000","2","3","4","3.840001","4","1","9","8.110000","8","1","3","2.720000","3","622",
"313","4","312","169.389969","97","1","2","1.850000","2","3","4","3.870000","4","3","9","8.200004","9","1","3","2.600000","3","624",
"314","3","313","165.080048","102","0","2","1.800000","2","3","4","3.900000","4","4","9","8.290000","9","1","3","2.539999","3","626",
"315","3","315","154.640015","208","1","2","1.870000","2","3","4","3.870001","4","6","9","8.260003","9","1","3","2.820001","3","628",
"316","4","316","153.629990","184","1","2","1.810000","1","3","4","3.830001","4","4","9","8.200005","7","1","3","2.689999","3","630",
"317","4","317","157.840042","103","1","2","1.850000","2","3","4","3.770000","4","4","9","8.170003","7","1","3","2.540001","1","632",
"318","3","311","158.719986","285","0","2","1.850000","2","2","4","3.860000","4","5","9","8.420001","8","1","3","2.620001","3","634",
"319","1","317","155.650040","205","1","2","1.890000","2","3","4","3.840000","4","4","9","8.260001","9","0","3","2.649999","3","636",
"320","4","320","172.070038","116","1","2","1.870000","2","2","4","3.810000","4","4","9","8.250001","8","1","3","2.600000","3","638",
"321","4","321","160.499985","34","1","2","1.830000","2","2","4","3.780000","2","5","9","8.129999","9","1","3","2.720000","3","640",
"322","4","318","152.570038","15","1","2","1.830000","2","3","4","3.800000","3","5","9","8.299999","9","1","3","2.500000","3","642",
"323","2","323","166.449997","99","0","2","1.870000","2","3","4","3.880000","4","3","9","8.190002","9","1","3","2.810000","3","644",
"324","3","320","141.070053","283","1","2","1.830000","2","3","4","3.750000","4","1","9","8.180006","1","1","3","2.740000","3","646",
"325","5","317","181.690002","284","1","2","1.740000","2","3","4","3.840000","4","2","9","8.339998","8","0","3","2.589999","3","648",
"326","4","324","155.680038","60","0","2","1.810000","2","3","4","3.850000","4","5","9","8.200002","8","1","3","2.660000","3","650",
"327","2","322","184.539993","312","1","2","1.840000","2","3","4","3.820000","4","5","9","8.389998","9","1","3","2.660000","3","652",
"328","2","326","162.799942","22","1","2","1.800000","2","3","4","3.830000","4","4","9","8.240004","8","1","3","2.720000","3","654",
"329","6","327","162.550003","114","1","2","1.780000","2","3","4","3.810000","4","4","9","8.290001","9","1","3","2.620000","3","656",
"330","4","330","156.630035","54","1","2","1.870001","2","3","4","3.790000","3","4","9","8.300001","8","0","3","2.630000","3","658",
"331","6","329","176.439987","123","1","2","1.800000","2","3","4","3.770000","4","3","9","8.240000","8","1","3","2.640000","1","660",
"332","3","321","147.679993","183","1","2","1.860000","2","3","4","3.790000","3","7","9","8.379999","8","1","3","2.720000","1","662",
"333","10","330","181.329987","188","1","2","1.850000","2","3","4","3.879999","4","3","9","8.280003","9","1","3","2.619999","3","664",
"334","1","334","180.819962","123","1","2","1.800000","1","3","4","3.849999","4","5","9","8.310002","8","1","3","2.709999","3","666",
"335","3","332","165.449966","237","1","2","1.850000","2","3","4","3.839999","3","7","9","8.429997","9","1","3","2.620000","3","668",
"336","3","335","170.080048","147","1","2","1.810000","1","3","4","3.890000","4","5","9","8.319997","9","1","3","2.630000","3","670",
"337","4","337","173.510056","231","1","2","1.830000","2","3","4","3.830000","4","6","9","8.440003","8","1","3","2.640000","1","672",
"338","4","338","193.760010","145","1","2","1.850000","2","3","4","3.810000","3","2","9","8.200002","8","1","3","2.639999","3","674",
"339","5","337","153.979996","314","0","2","1.830000","2","3","4","3.830000","4","5","9","8.339999","9","1","3","2.569999","3","676",
"340","8","339","177.470001","76","1","2","1.830000","2","3","4","3.819999","4","4","9","8.260007","9","1","3","2.720000","1","678",
"341","4","339","161.299973","306","0","2","1.760000","2","3","4","3.750001","4","6","9","8.430004","8","1","3","2.629999","3","680",
"342","9","338","158.220001","336","1","2","1.820000","2","3","4","3.880000","4","6","9","8.340001","8","1","3","2.460000","1","682",
"343","2","342","156.180023","207","1","2","1.810000","2","3","4","3.790001","4","5","9","8.300002","8","1","3","2.610000","3","684",
"344","12","342","160.819992","325","1","2","1.820000","2","3","4","3.830001","3","6","9","8.470001","8","1","3","2.660000","3","686",
"345","5","342","174.500000","288","1","2","1.780000","2","3","4","3.840000","3","3","9","8.330000","8","1","3","2.720000","3","688",
"346","1","340","154.230072","93","0","2","1.810000","1","3","4","3.800001","4","7","9","8.550000","8","1","3","2.640000","3","690",
"347","2","340","175.270020","226","1","2","1.860000","2","3","4","3.820000","4","5","9","8.250003","8","1","3","2.590000","1","692",
"348","2","334","159.990005","126","1","2","1.840000","2","2","4","3.840000","4","5","9","8.350000","9","1","3","2.740000","3","694",
"349","2","349","191.839935","115","1","2","1.850000","2","3","4","3.740000","4","4","9","8.370000","9","1","3","2.700000","3","696",
"350","6","349","170.980011","86","1","2","1.840000","2","3","4","3.699999","4","4","9","8.369997","8","1","3","2.539999","1","698",
"351","10","350","175.479980","28","0","2","1.780000","2","3","4","3.890000","4","5","9","8.409999","5","1","3","2.539999","3","700",
"352","6","351","182.550018","343","1","2","1.790000","2","3","4","3.830000","3","5","9","8.229999","9","1","3","2.600000","1","702",
"353","5","351","175.590027","57","1","2","1.840000","2","3","4","3.770000","3","3","9","8.440001","8","1","3","2.590000","1","704",
"354","5","345","183.740005","144","1","2","1.880000","2","3","4","3.740000","4","2","9","8.399997","8","1","3","2.689999","3","706",
"355","3","355","170.740067","294","1","2","1.860000","2","3","4","3.860000","3","6","9","8.430003","8","1","3","2.680000","3","708",
"356","2","356","201.840027","89","1","2","1.830000","2","3","4","3.900000","4","3","9","8.460001","8","1","3","2.490000","3","710",
"357","5","357","202.530045","246","1","2","1.860000","2","3","4","3.770000","3","3","9","8.460004","8","0","3","2.690001","3","712",
"358","1","353","175.739990","105","1","2","1.900000","1","3","4","3.770000","4","3","9","8.460002","8","1","3","2.640000","3","714",
"359","3","359","187.589996","112","1","2","1.850000","2","3","4","3.780000","4","4","9","8.310000","9","1","3","2.530000","3","716",
"360","2","357","182.300003","210","1","2","1.810000","2","2","4","3.780000","4","6","9","8.500004","9","1","3","2.550001","3","718",
"361","3","358","144.489975","173","1","2","1.770000","2","3","4","3.840000","4","1","9","8.390001","9","1","3","2.740000","1","720",
"362","4","356","184.780045","202","1","2","1.780000","1","3","4","3.880000","4","4","9","8.420001","8","1","3","2.600000","3","722",
"363","3","353","166.420029","186","1","2","1.830001","1","3","4","3.869999","4","4","9","8.510001","9","1","3","2.609999","3","724",
"364","2","364","175.650024","143","1","2","1.830000","2","2","4","3.800000","4","2","9","8.290001","8","1","3","2.639999","3","726",
"365","9","365","199.360046","350","1","2","1.780000","2","3","4","3.770000","4","3","9","8.520001","9","1","3","2.720000","3","728",
"366","6","365","197.409973","272","1","2","1.860000","2","3","4","3.830000","3","4","9","8.560002","8","1","3","2.570000","1","730",
"367","2","366","186.459976","312","1","2","1.880000","2","3","4","3.820001","4","4","9","8.440001","8","1","3","2.580000","3","732",
"368","7","363","184.960022","73","1","2","1.820000","2","3","4","3.770001","4","3","9","8.460000","9","1","3","2.580000","3","734",
"369","6","368","177.360001","91","1","2","1.790000","2","3","4","3.800000","4","5","9","8.440001","9","1","3","2.660000","3","736",
"370","2","367","195.919907","214","0","2","1.820000","1","3","4","3.780000","4","5","9","8.330002","9","1","3","2.520000","3","738",
"371","11","370","162.340027","58","1","2","1.870000","2","3","4","3.780000","4","5","9","8.360003","9","1","3","2.560000","3","740",
"372","4","372","167.369995","100","1","2","1.910000","2","3","4","3.790000","4","3","9","8.359999","9","1","3","2.540000","1","742",
"373","2","373","194.060074","147","1","2","1.790000","2","3","4","3.820000","4","6","9","8.510001","9","0","3","2.470001","1","744",
"374","4","373","203.489960","133","1","2","1.800000","2","3","4","3.840000","4","5","9","8.470004","9","1","3","2.600000","1","746",
"375","1","370","180.140076","316","1","2","1.810000","1","3","4","3.800001","4","5","9","8.540001","8","0","3","2.600000","3","748",
"376","8","373","186.320053","199","1","2","1.790000","1","3","4","3.800001","4","7","9","8.620002","8","1","3","2.540001","3","750",
"377","3","376","210.860001","315","1","2","1.780000","1","3","4","3.750000","4","4","9","8.389998","9","1","3","2.660000","3","752",
"378","6","366","191.300018","218","1","2","1.880000","1","3","4","3.810000","4","6","9","8.520000","8","1","3","2.720000","3","754",
"379","2","378","175.550034","204","0","2","1.730000","2","3","4","3.770000","3","2","9","8.480000","8","1","3","2.640000","3","756",
"380","6","380","193.070007","286","1","2","1.790000","1","3","4","3.820000","4","2","9","8.320001","6","1","3","2.660000","3","758",
"381","3","379","187.369980","259","1","2","1.780000","1","3","4","3.790000","4","6","9","8.600002","9","1","3","2.640000","3","760",
"382","17","381","200.040054","200","1","2","1.820000","2","3","4","3.800000","4","5","9","8.490003","9","1","3","2.630000","3","762",
"383","6","375","192.390015","134","1","2","1.740000","2","3","4","3.800000","3","5","9","8.460000","8","1","3","2.589999","1","764",
"384","7","377","174.009995","342","1","2","1.790000","2","3","4","3.810000","3","5","9","8.480003","9","1","3","2.620000","3","766",
"385","4","380","186.940002","285","1","2","1.850000","2","3","4","3.790000","3","6","9","8.509996","8","1","3","2.580000","3","768",
"386","6","384","204.260025","6","0","2","1.800000","2","3","4","3.810000","4","3","9","8.430000","9","1","3","2.650000","3","770",
"387","6","367","185.079971","91","1","2","1.790000","2","3","4","3.790000","3","4","9","8.559999","8","1","3","2.640000","3","772",
"388","10","387","209.720016","188","1","2","1.800000","2","3","4","3.820000","4","5","9","8.520000","9","1","3","2.680000","3","774",
"389","4","388","194.939911","84","1","2","1.760000","2","3","4","3.800001","4","4","9","8.460004","9","1","3","2.429999","1","776",
"390","6","388","198.149994","41","1","2","1.840000","2","3","4","3.780000","4","6","9","8.549998","8","1","3","2.760000","3","778",
"391","20","390","217.390030","22","1","2","1.710000","2","3","4","3.760001","4","6","9","8.510000","9","1","3","2.540000","3","780",
"392","3","392","192.060028","111","0","2","1.750000","2","3","4","3.899999","4","4","9","8.550000","9","1","3","2.589999","3","782",
"393","2","393","230.090057","327","1","2","1.830000","2","3","4","3.819999","3","5","9","8.550000","8","1","3","2.540000","3","784",
"394","13","392","205.099960","381","1","2","1.790000","1","3","4","3.740001","4","2","9","8.549998","9","1","3","2.520000","3","786",
"395","2","395","194.690048","395","0","2","1.750000","2","3","4","3.770001","4","4","9","8.540001","9","1","3","2.579999","3","788",
"396","11","395","205.870010","254","1","2","1.800000","2","3","4","3.820000","4","1","9","8.310004","8","1","3","2.709999","1","790",
"397","3","395","171.060028","299","0","2","1.740000","2","2","4","3.790000","4","4","9","8.510002","9","1","3","2.660000","3","792",
"398","1","387","180.039993","188","1","2","1.700000","2","2","4","3.799999","4","1","9","8.490000","9","1","3","2.680000","3","794",
"399","5","396","202.409988","331","1","2","1.760000","2","3","4","3.720000","4","4","9","8.550000","9","1","3","2.460000","3","796",
"400","4","400","205.669998","137","1","2","1.770000","1","3","4","3.760000","4","6","9","8.610002","6","0","3","2.590000","3","798",
"401","12","401","203.649994","359","1","2","1.820000","2","3","4","3.790000","4","4","9","8.540001","9","1","3","2.490000","3","800",
"402","7","402","212.160004","234","1","2","1.700000","1","3","4","3.760000","4","2","9","8.540002","8","1","3","2.580001","3","802",
"403","5","403","226.340027","64","1","2","1.830000","1","3","4","3.869999","4","2","9","8.559999","8","1","3","2.480000","1","804",
"404","6","402","220.340042","284","1","2","1.800000","2","3","4","3.760000","4","4","9","8.480004","8","1","3","2.440000","3","806",
"405","7","404","219.599945","277","1","2","1.790000","2","3","4","3.820000","4","3","9","8.499999","8","1","3","2.630000","1","808",
"406","9","402","206.850021","373","1","2","1.810000","2","3","4","3.820000","3","3","9","8.390000","9","1","3","2.540001","3","810",
"407","5","403","210.730011","372","1","2","1.850000","1","3","4","3.770000","3","3","9","8.539999","9","1","3","2.400000","3","812",
"408","5","406","202.939987","97","0","2","1.790000","2","3","4","3.789999","3","1","9","8.520004","9","1","3","2.520000","3","814",
"409","3","405","193.989899","106","1","2","1.780000","2","3","4","3.780000","4","6","9","8.530000","9","0","3","2.649999","3","816",
"410","6","406","202.699982","140","1","2","1.790000","1","3","4","3.770000","4","5","9","8.649999","8","1","3","2.500000","1","818",
"411","3","408","199.570053","354","1","2","1.770000","1","2","4","3.750000","4","3","9","8.590004","9","1","3","2.580000","3","820",
"412","3","411","198.099976","303","0","2","1.780000","1","3","4","3.830000","4","4","9","8.599999","9","1","3","2.620000","1","822",
"413","11","412","211.059982","142","1","2","1.760000","2","3","4","3.830000","4","3","9","8.480005","9","1","3","2.600001","3","824",
"414","6","409","200.550018","389","1","2","1.810000","1","3","4","3.760000","4","5","9","8.539998","9","1","3","2.660000","3","826",
"415","2","409","204.969971","69","1","2","1.779999","1","3","4","3.840000","3","3","9","8.549999","9","1","3","2.600000","3","828",
"416","1","409","215.860016","65","1","2","1.810000","2","3","4","3.770000","4","5","9","8.540001","8","0","3","2.630000","3","830",
"417","1","417","205.959991","377","1","2","1.760000","2","3","4","3.870000","3","4","9","8.490002","9","1","3","2.570001","3","832",
"418","2","418","181.240097","274","1","2","1.699999","1","3","4","3.780000","3","5","9","8.640000","9","1","3","2.580000","3","834",
"419","12","409","203.299973","272","1","2","1.850000","2","3","4","3.770000","4","5","9","8.670002","8","1","3","2.610000","3","836",
"420","8","397","220.949997","126","1","2","1.780000","2","3","4","3.820000","4","3","9","8.640003","9","1","3","2.600000","3","838",
"421","2","420","221.980057","2","1","2","1.780000","2","3","4","3.810001","3","5","9","8.630001","9","1","3","2.540001","3","840",
"422","3","421","228.239990","330","1","2","1.770000","2","3","4","3.860001","4","4","9","8.409998","9","1","3","2.620000","3","842",
"423","6","423","206.449982","115","1","2","1.770000","2","3","4","3.710000","4","2","9","8.460002","8","1","3","2.560000","3","844",
"424","2","424","216.709976","185","1","2","1.750000","2","3","4","3.780001","4","5","9","8.650001","9","1","3","2.490000","3","846",
"425","13","420","209.650009","76","1","2","1.810000","1","3","4","3.750001","4","6","9","8.679998","9","0","3","2.670000","3","848",
"426","6","423","212.350052","299","1","2","1.750000","2","3","4","3.760001","4","3","9","8.549999","9","1","3","2.560000","3","850",
"427","3","424","229.049988","215","1","2","1.800000","2","3","4","3.800000","4","1","9","8.580002","9","1","3","2.480000","3","852",
"428","4","426","211.039993","311","1","2","1.750000","2","3","4","3.710000","3","6","9","8.630004","7","1","3","2.520000","1","854",
"429","5","429","216.439957","329","1","2","1.800000","2","3","4","3.750001","3","6","9","8.649999","9","0","3","2.549999","3","856",
"430","2","430","192.100006","23","1","2","1.800000","2","3","4","3.830000","4","4","9","8.649998","9","0","3","2.500000","3","858",
"431","2","421","199.690048","48","1","2","1.750000","2","3","4","3.690001","4","4","9","8.500001","8","1","3","2.560000","3","860",
"432","2","420","218.390076","179","1","2","1.800000","2","3","4","3.790000","3","6","9","8.700003","9","1","3","2.550000","3","862",
"433","18","431","224.489929","179","1","2","1.730000","2","3","4","3.790000","3","6","9","8.610000","8","1","3","2.730000","3","864",
"434","4","430","222.939987","235","1","2","1.740000","2","3","4","3.710000","4","4","9","8.650004","9","1","3","2.440000","3","866",
"435","5","433","219.889984","111","1","2","1.790000","2","3","4","3.840000","4","5","9","8.720001","9","1","3","2.689999","1","868",
"436","5","435","209.999969","187","1","2","1.820000","2","2","4","3.810000","4","6","9","8.660003","9","1","3","2.540000","3","870",
"437","8","427","222.870056","47","1","2","1.750000","1","3","4","3.820000","4","2","9","8.440001","9","1","3","2.660000","1","872",
"438","5","432","207.119980","279","1","2","1.820000","2","3","4","3.820000","4","7","9","8.730001","9","1","3","2.480000","1","874",
"439","7","439","238.739975","7","1","2","1.740000","2","3","4","3.870000","4","4","9","8.730003","9","1","3","2.550000","3","876",
